Run	Year	A. Progress Ratio	A. Annual Production	A. Cumulative Subsidies	B. Progress Ratio	B. Annual Production	B. Cumulative Subsidies
290	2015	0.67	0	0	0.67	0	158486735.484
290	2020	0.67	15306149.4023	750003866.5768	0.67	13262647.4406	533650991.4276
290	2025	0.67	4662143703.01	3775019919.205	0.67	396694692.563	795024113.709
290	2030	0.67	15190373953.6	11176565675.245	0.67	456715982.424	1123715828.881
291	2015	0.67	0	0	0.67	0	158667171.375
291	2020	0.67	15306149.4023	750003866.5768	0.67	13233712.5705	534257614.075
291	2025	0.67	4853727460.66	3797790067.475	0.67	180588194.131	761597200.195
291	2030	0.67	15397287744.4	11351132931.945	0.67	212350123.7	912385917.436
292	2015	0.67	0	0	0.67	0	158814857.154
292	2020	0.67	15306149.4023	750003866.5768	0.67	13189951.2963	533695246.1189
292	2025	0.67	4948391773.04	3810598983.326	0.67	75773544.4269	735405282.242
292	2030	0.67	15500605140.6	11449358496.866	0.67	92442122.9387	799691090.028
293	2015	0.67	0	0	0.67	0	159003621.123
293	2020	0.67	15306149.4023	750034660.4278	0.67	13159968.9015	534368547.3908
293	2025	0.67	4982216946.22	3832167422.178	0.67	25348660.512	725073563.421
293	2030	0.67	15535676987.8	11499857069.318	0.67	34504264.2661	747843909.621
294	2015	0.67	0	0	0.67	0	159195805.535
294	2020	0.67	15306149.4023	750034660.4278	0.67	13132248.9767	385850431.1702
294	2025	0.67	5012822047.85	3834999719.688	0.67	25139603.8754	720137641.663
294	2030	0.67	15569526268.8	11515111081.718	0.67	34312962.8898	742758468.914
295	2015	0.67	0	0	0.67	0	159361536.367
295	2020	0.67	15306149.4023	750034660.4278	0.67	13085551.7499	385201824.4586
295	2025	0.67	5012944003.26	3836238172.068	0.67	25058425.4186	710752412.88
295	2030	0.67	15569659924.1	11522691361.018	0.67	34325060.1716	733354722.01
296	2015	0.67	0	0	0.67	0	159562770.162
296	2020	0.67	15306149.4023	750034660.4278	0.67	13056112.3206	385624199.7501
296	2025	0.67	5013050394.55	3837085297.562	0.67	13739259.1502	562077667.725
296	2030	0.67	15569725534.2	11527024589.712	0.67	19336953.3818	574657508.141
297	2015	0.67	0	0	0.67	0	159742184.441
297	2020	0.67	15306149.4023	750034660.4278	0.67	13012923.6681	384984427.3258
297	2025	0.67	5013071921.49	3837623582.192	0.67	13189332.9911	557852838.224
297	2030	0.67	15569803006.2	11530421039.512	0.67	18710247.7078	569988154.948
298	2015	0.67	0	0	0.67	0	159953032.743
298	2020	0.67	15306149.4023	750034660.4278	0.67	12981226.382	385478389.0932
298	2025	0.67	5013242337.08	3840874166.332	0.67	12622126.1173	554826911.8
298	2030	0.67	15569891391.9	11536558422.712	0.67	18051655.5969	566499140.361
299	2015	0.67	0	0	0.67	0	160146929.84
299	2020	0.67	15306149.4023	750034660.4278	0.67	12926829.2505	384923058.3994
299	2025	0.67	5013295631.9	3843498479.532	0.67	12000957.9061	550569363.914
299	2030	0.67	15569901614.9	11539513251.712	0.67	17333699.0929	561736142.045
300	2015	0.67	0	0	0.67	0	160367997.072
300	2020	0.67	15306149.4023	750034660.4278	0.67	12893865.4997	385497675.5319
300	2025	0.67	5013460230.13	3844095998.672	0.67	11400761.5753	547643977.292
300	2030	0.67	15569972774.4	11542514502.012	0.67	16620880.2384	558315264.916
301	2015	0.67	0	0	0.67	0	160577241.236
301	2020	0.67	15306149.4023	750034660.4278	0.67	12726309.1207	384340407.5239
301	2025	0.67	5046225567.41	3847386364.612	0.67	10796297.0455	541526545.669
301	2030	0.67	15570006807.4	11546789949.512	0.67	15901826.1208	551698976.954
302	2015	0.67	0	0	0.67	0	160809174.084
302	2020	0.67	15306149.4023	750034660.4278	0.67	12705852.6436	385094871.0139
302	2025	0.67	5046396196.45	3852583242.712	0.67	10136812.4522	538736776.46
302	2030	0.67	15570047917	11552047676.212	0.67	15110354.1315	548362488.458
303	2015	0.67	0	0	0.67	0	161034699.112
303	2020	0.67	15306149.4023	750034660.4278	0.67	12685961.3361	384821221.0006
303	2025	0.67	5046392286.66	3852655785.443	0.67	9489629.45458	533918120.911
303	2030	0.67	15570052053.4	11552438292.303	0.67	14326733.5241	543005317.547
304	2015	0.67	0	0	0.67	0	161278189.729
304	2020	0.67	15306149.4023	750034660.4278	0.67	12664485.4636	385683357.8289
304	2025	0.67	5046470539.11	3852871809.173	0.67	8829242.69078	530300478.099
304	2030	0.67	15570123835.8	11554731810.703	0.67	13520461.0676	538836173.068
305	2015	0.6875	0	0	0.6875	0	157617041.451
305	2020	0.6875	15276006.3373	749344055.8859	0.6875	13521584.9658	678794787.834
305	2025	0.6875	1502696459.64	2836189180.914	0.6875	3013542454.74	1399281897.311
305	2030	0.6875	6595761063.05	6568851494.324	0.6875	7954211913.91	4856808041.744
306	2015	0.6875	0	0	0.6875	0	157726482.006
306	2020	0.6875	15276006.3373	749344055.8859	0.6875	13469248.2087	678352182.1688
306	2025	0.6875	1682305689.59	3122053187.469	0.6875	2717004603.69	1310393961.305
306	2030	0.6875	8015305859.06	7400633463.479	0.6875	6599560540.74	4209962878.384
307	2015	0.6875	0	0	0.6875	0	157888850.034
307	2020	0.6875	15276006.3373	749373817.5819	0.6875	13441247.8833	678765623.3164
307	2025	0.6875	1878531684.87	3158686636.692	0.6875	2455956832.14	1255347869.224
307	2030	0.6875	9484771675.14	7898058725.212	0.6875	5154117530.27	3673080492.555
308	2015	0.6875	0	0	0.6875	0	158054046.604
308	2020	0.6875	15276006.3373	749373817.5819	0.6875	13412425.0693	677558070.4866
308	2025	0.6875	2104524824.77	3185841980.268	0.6875	2175606177.22	1205208776.537
308	2030	0.6875	11056455570.2	8349806528.038	0.6875	3649163409.67	3155946206.508
309	2015	0.6875	0	0	0.6875	0	158178420.114
309	2020	0.6875	15276006.3373	749373817.5819	0.6875	13361505.2466	534017119.7575
309	2025	0.6875	2393788281.13	3223967846.716	0.6875	1813461796.94	1145153625.698
309	2030	0.6875	12288766781.5	8770048942.916	0.6875	2368758599.04	2668983362.951
310	2015	0.6875	0	0	0.6875	0	158351010.489
310	2020	0.6875	15276006.3373	749373817.5819	0.6875	13332066.791	534596361.6776
310	2025	0.6875	2712432365.05	3259644192.106	0.6875	1382686384.4	1088518713.033
310	2030	0.6875	13009060524.2	9115401850.466	0.6875	1618001280.92	2244803015.269
311	2015	0.6875	0	0	0.6875	0	158486735.484
311	2020	0.6875	15276006.3373	749373817.5819	0.6875	13262647.4406	533954223.1086
311	2025	0.6875	3188951758.93	3310599652.385	0.6875	787989322.524	1010585980.047
311	2030	0.6875	13593831009	9557884986.845	0.6875	901187525.226	1663192896.826
312	2015	0.6875	0	0	0.6875	0	158667171.375
312	2020	0.6875	15276006.3373	749404443.4809	0.6875	13233712.5705	534622484.238
312	2025	0.6875	3472357916.23	3347386010.844	0.6875	405902824.598	963805905.088
312	2030	0.6875	13904159998.9	9814994599.054	0.6875	469212750.567	1301383359.668
313	2015	0.6875	0	0	0.6875	0	158814857.154
313	2020	0.6875	15276006.3373	749404443.4809	0.6875	13189951.2963	534177539.3819
313	2025	0.6875	3631637616.04	3364957007.064	0.6875	126750006.768	787239349.341
313	2030	0.6875	14110501646	9970857208.004	0.6875	150800781.076	893533957.521
314	2015	0.6875	0	0	0.6875	0	159003621.123
314	2020	0.6875	15276006.3373	749404443.4809	0.6875	13159968.9015	534967110.8118
314	2025	0.6875	3724749720.47	3374706258.944	0.6875	74309120.6557	772561023.523
314	2030	0.6875	14179521695.4	10033715605.254	0.6875	90799542.9912	835650117.135
315	2015	0.6875	0	0	0.6875	0	159195805.535
315	2020	0.6875	15274916.5152	749456448.4992	0.6875	13132248.9767	535707197.1192
315	2025	0.6875	3725709528.09	3387935101.484	0.6875	24638268.9805	756943340.453
315	2030	0.6875	14213691617.1	10071858287.134	0.6875	33580326.6312	779084287.608
316	2015	0.6875	0	0	0.6875	0	159361536.367
316	2020	0.6875	15274916.5152	749456448.4992	0.6875	13085551.7499	535528099.9146
316	2025	0.6875	3758234409.63	3390029651.442	0.6875	23688962.2156	745395283.38
316	2030	0.6875	14213971130.9	10084546730.822	0.6875	32586333.3388	766803163.818
317	2015	0.6875	0	0	0.6875	0	159562770.162
317	2020	0.6875	15274916.5152	749456448.4992	0.6875	13056112.3206	536042789.5511
317	2025	0.6875	3758491337.85	3399900864.372	0.6875	22837733.9664	737115568.928
317	2030	0.6875	14214182014.9	10099872965.702	0.6875	31677338.4123	757859104.187
318	2015	0.6875	0	0	0.6875	0	159742184.441
318	2020	0.6875	15274916.5152	749456448.4992	0.6875	13012923.6681	384984427.3258
318	2025	0.6875	3776783686.56	3538248004.8	0.6875	22419392.3805	731400683.251
318	2030	0.6875	14232472187.2	10255249861.99	0.6875	31201347.9623	751806216.039
319	2015	0.6875	0	0	0.6875	0	159953032.743
319	2020	0.6875	15274916.5152	749456448.4992	0.6875	12981226.382	385478389.0932
319	2025	0.6875	3776457167.24	3540370933.03	0.6875	21912749.4306	723642430.447
319	2030	0.6875	14232234349.1	10258389296.95	0.6875	30655955.0055	743652988.187
320	2015	0.6875	0	0	0.6875	0	160146929.84
320	2020	0.6875	15274916.5152	749456448.4992	0.6875	12926829.2505	384923058.3994
320	2025	0.6875	3776192021.65	3541324549.17	0.6875	12087293.2046	570614426.716
320	2030	0.6875	14266345461	10261704387.46	0.6875	17385807.0704	581832051.927
321	2015	0.6875	0	0	0.6875	0	160367997.072
321	2020	0.6875	15274916.5152	749456448.4992	0.6875	12893865.4997	385497675.5319
321	2025	0.6875	3776139226.86	3542011298.45	0.6875	11481913.865	567519939.613
321	2030	0.6875	14266287797.5	10262657720.74	0.6875	16670807.6441	578239481.275
322	2015	0.6875	0	0	0.6875	0	160577241.236
322	2020	0.6875	15274916.5152	749456448.4992	0.6875	12726309.1207	384340407.5239
322	2025	0.6875	3776025416.42	3542414197.81	0.6875	10871774.1914	561230111.858
322	2030	0.6875	14266288873.5	10264578623.42	0.6875	15948921.3341	571447740.792
323	2015	0.6875	0	0	0.6875	0	160809174.084
323	2020	0.6875	15274916.5152	749456448.4992	0.6875	12705852.6436	385094871.0139
323	2025	0.6875	3805811306.81	3542709571.73	0.6875	10204374.9028	558253367.558
323	2030	0.6875	14266283954.9	10265929587.46	0.6875	15153336.1763	567919935.637
324	2015	0.6875	0	0	0.6875	0	161034699.112
324	2020	0.6875	15274916.5152	749456448.4992	0.6875	12685961.3361	384821221.0006
324	2025	0.6875	3806063994.34	3549161796.46	0.6875	9547789.14423	553250820.291
324	2030	0.6875	14266275914.9	10273398091.06	0.6875	14364300.6461	562373459.118
325	2015	0.6875	0	0	0.6875	0	161278189.729
325	2020	0.6875	15273125.2518	749541925.4612	0.6875	12664485.4636	385683357.8289
325	2025	0.6875	3806168677.46	3550679343.26	0.6875	8875674.85504	549446255.245
325	2030	0.6875	14266331231.3	10276217405.83	0.6875	13550938.3978	558010477.896
326	2015	0.705	0	0	0.705	0	157617041.451
326	2020	0.705	15247872.586	747325970.5039	0.705	13516541.5725	679251776.4411
326	2025	0.705	765166757.852	2359495952.484	0.705	3207575880.05	1776002889.872
326	2030	0.705	2777117501.19	4047749791.784	0.705	10878347413.1	6693838160.222
327	2015	0.705	0	0	0.705	0	157726482.006
327	2020	0.705	15247872.586	747352448.5849	0.705	13469248.2087	678759250.9778
327	2025	0.705	830337818.721	2462714350.975	0.705	2969498064.85	1646126091.258
327	2030	0.705	3730580953.9	4652106789.715	0.705	9767955535.79	5957203787.572
328	2015	0.705	0	0	0.705	0	157888850.034
328	2020	0.705	15247872.586	747352448.5849	0.705	13441247.8833	679549327.1434
328	2025	0.705	974096533.274	2713771883.173	0.705	2743935313.63	1400871362.442
328	2030	0.705	4871303314.08	5423783070.523	0.705	8610851936.18	5129810945.392
329	2015	0.705	0	0	0.705	0	158054046.604
329	2020	0.705	15247872.586	747379678.2029	0.705	13412425.0693	680297712.7696
329	2025	0.705	1039313162.18	2753172423.407	0.705	2534320337.54	1312146837.546
329	2030	0.705	6096910980.35	5955321922.697	0.705	7346915042.68	4485355105.111
330	2015	0.705	0	0	0.705	0	158178420.114
330	2020	0.705	15247872.586	747379678.2029	0.705	13361505.2466	680060336.4285
330	2025	0.705	1135919796.9	2783090629.499	0.705	2241329812.33	1235695663.107
330	2030	0.705	7831220006.7	6551067149.449	0.705	5588399668.6	3752211461.476
331	2015	0.705	0	0	0.705	0	158351010.489
331	2020	0.705	15247872.586	747379678.2029	0.705	13332066.791	679374228.8076
331	2025	0.705	1294646797.79	2812428467.909	0.705	1906235011.21	1176984698.339
331	2030	0.705	9904815991	7130182785.359	0.705	3499672879.18	3059103171.215
332	2015	0.705	0	0	0.705	0	158486735.484
332	2020	0.705	15246926.8891	747424839.8337	0.705	13262647.4406	534087616.7106
332	2025	0.705	1609709610.02	2841030397.221	0.705	1299526315.65	1094416024.928
332	2030	0.705	11539478984.4	7663286956.761	0.705	1699552019.08	2253250315.347
333	2015	0.705	0	0	0.705	0	158667171.375
333	2020	0.705	15246926.8891	747452843.1307	0.705	13233712.5705	534800578.768
333	2025	0.705	1860199280.07	2860998765.399	0.705	799257974.833	1042407093.045
333	2030	0.705	11986134553.6	7960497637.699	0.705	955096699.252	1731042231.745
334	2015	0.705	0	0	0.705	0	158814857.154
334	2020	0.705	15246926.8891	747452843.1307	0.705	13189951.2963	534334087.7099
334	2025	0.705	2093765251.67	3027788089.44	0.705	343853413.87	991606381.866
334	2030	0.705	12312043748.9	8348510350.69	0.705	403867828.453	1280363630.961
335	2015	0.705	0	0	0.705	0	159003621.123
335	2020	0.705	15246926.8891	747452843.1307	0.705	13159968.9015	535196587.6808
335	2025	0.705	2216859995.77	3038673834.24	0.705	137419815.273	966288619.541
335	2030	0.705	12415954138.7	8446809021.51	0.705	164691416.735	1082396770.164
336	2015	0.705	0	0	0.705	0	159195805.535
336	2020	0.705	15246926.8891	747452843.1307	0.705	13132248.9767	535975877.5042
336	2025	0.705	2278402815.99	3041564959.52	0.705	72305477.5884	806376939.657
336	2030	0.705	12484283077.7	8487063193.65	0.705	89002816.677	868065640.439
337	2015	0.705	0	0	0.705	0	159361536.367
337	2020	0.705	15246926.8891	747452843.1307	0.705	13085551.7499	535816391.2276
337	2025	0.705	2279137084.7	3109832653.84	0.705	23925625.4226	798613771.904
337	2030	0.705	12518508592.1	8582451090.08	0.705	32657722.7697	820127061.239
338	2015	0.705	0	0	0.705	0	159562770.162
338	2020	0.705	15246926.8891	747452843.1307	0.705	13056112.3206	536768335.0791
338	2025	0.705	2279270000.15	3115419153.76	0.705	22963796.2964	787966534.108
338	2030	0.705	12518741317	8594954747.32	0.705	31623613.3878	808726192.608
339	2015	0.705	0	0	0.705	0	159742184.441
339	2020	0.705	15246926.8891	747452843.1307	0.705	13012923.6681	536713906.8188
339	2025	0.705	2279576478.84	3121004635.46	0.705	21948400.3866	775158541.148
339	2030	0.705	12519001640.4	8604607365.35	0.705	30524484.2454	795120141.471
340	2015	0.705	0	0	0.705	0	159953032.743
340	2020	0.705	15246926.8891	747452843.1307	0.705	12981226.382	385478389.0932
340	2025	0.705	2279702224.31	3121270481.64	0.705	21019597.6075	761140349.877
340	2030	0.705	12519053417.9	8606451175.61	0.705	29499523.917	780364501.438
341	2015	0.705	0	0	0.705	0	160146929.84
341	2020	0.705	15246926.8891	747452843.1307	0.705	12926829.2505	384923058.3994
341	2025	0.705	2311467206.98	3121769602.48	0.705	20200222.8135	752486855.529
341	2030	0.705	12519162396.4	8609347446.99	0.705	28562714.0975	771047411.175
342	2015	0.705	0	0	0.705	0	160367997.072
342	2020	0.705	15246926.8891	747452843.1307	0.705	12893865.4997	385497675.5319
342	2025	0.705	2311593584.66	3122076839.29	0.705	19425378.7925	746076635.954
342	2030	0.705	12519190124.9	8610302030.74	0.705	27654230.2756	764001516.497
343	2015	0.705	0	0	0.705	0	160577241.236
343	2020	0.705	15246926.8891	747452843.1307	0.705	12851349.7592	385039556.6318
343	2025	0.705	2312075193.19	3137334429.34	0.705	10948403.0764	589672807.442
343	2030	0.705	12553514895.1	8629857871.72	0.705	15987592.0223	599932662.744
344	2015	0.705	0	0	0.705	0	160809174.084
344	2020	0.705	15246926.8891	747452843.1307	0.705	12705852.6436	385094871.0139
344	2025	0.705	2312166731.83	3137695098.68	0.705	10287313.9912	584325206.091
344	2030	0.705	12553532878.1	8630251483.45	0.705	15207077.2098	594042382.207
345	2015	0.705	0	0	0.705	0	161034699.112
345	2020	0.705	15246926.8891	747452843.1307	0.705	12685961.3361	384853712.4686
345	2025	0.705	2312235502.55	3137904601.91	0.705	9615917.07698	580186267.635
345	2030	0.705	12553546124.8	8630787495.33	0.705	14406385.8787	589349715.317
346	2015	0.705	0	0	0.705	0	161278189.729
346	2020	0.705	15246926.8891	747452843.1307	0.705	12664485.4636	385708079.6539
346	2025	0.705	2312235502.55	3137904601.91	0.705	8930366.00087	576104456.07
346	2030	0.705	12553556897.5	8631105600.49	0.705	13585569.7949	584701827.571
347	2015	0.7225	0	0	0.7225	0	157617041.451
347	2020	0.7225	15209106.2778	745858444.17303	0.7225	13516541.5725	821163205.1061
347	2025	0.7225	366999922.934	1790282861.923	0.7225	3310602172.14	2167897460.494
347	2030	0.7225	403526849.469	2083196940.473	0.7225	12851080963.1	8205735869.774
348	2015	0.7225	0	0	0.7225	0	157726482.006
348	2020	0.7225	15209106.2778	745880127.76903	0.7225	13469248.2087	678894914.3048
348	2025	0.7225	428724835.791	1895462599.639	0.7225	3077169401.58	2000434314.521
348	2030	0.7225	536534692.397	2270813284.679	0.7225	12488678433.3	7797890840.651
349	2015	0.7225	0	0	0.7225	0	157888850.034
349	2020	0.7225	15208320.6933	745939966.32049	0.7225	13441247.8833	679671092.0204
349	2025	0.7225	431569939.054	1995797814.034	0.7225	2868300835.14	1875752108.5
349	2030	0.7225	1741122525.29	2997949679.384	0.7225	11061145331.9	6884609245.16
350	2015	0.7225	0	0	0.7225	0	158054046.604
350	2020	0.7225	15208320.6933	745939966.32049	0.7225	13412425.0693	680528872.7556
350	2025	0.7225	495230324.081	2068812621.994	0.7225	2661135469.42	1722850900.785
350	2030	0.7225	2484291906.89	3474401608.074	0.7225	9947039710.81	6118347444.574
351	2015	0.7225	0	0	0.7225	0	158178420.114
351	2020	0.7225	15208320.6933	745962908.03649	0.7225	13361505.2466	680333329.4405
351	2025	0.7225	495977874.322	2139237032.16	0.7225	2368667304.7	1582872298.809
351	2030	0.7225	3160640777.67	3883066496.63	0.7225	8862592837.1	5396067435.838
352	2015	0.7225	0	0	0.7225	0	158351010.489
352	2020	0.7225	15208320.6933	745962908.03649	0.7225	13332066.791	681254387.4576
352	2025	0.7225	573368146.243	2324811575.551	0.7225	2077735750.34	1459028948.646
352	2030	0.7225	4190891112.25	4501278821.531	0.7225	7561236829.41	4631086268.547
353	2015	0.7225	0	0	0.7225	0	158486735.484
353	2020	0.7225	15208320.6933	745962908.03649	0.7225	13262647.4406	680258226.5876
353	2025	0.7225	667228444.366	2392592469.731	0.7225	1594235826.55	1330939928.549
353	2030	0.7225	6386047561.11	5258043723.171	0.7225	4934376861.38	3427076373.577
354	2015	0.7225	0	0	0.7225	0	158667171.375
354	2020	0.7225	15208320.6933	745986502.11849	0.7225	13233712.5705	534863211.65
354	2025	0.7225	759831988.473	2402082566.46	0.7225	1118515875.6	1126577556.542
354	2030	0.7225	8980361995.89	5819064361.28	0.7225	1899725104.22	2289540328.937
355	2015	0.7225	0	0	0.7225	0	158850834.966
355	2020	0.7225	15199180.2387	747679441.2378	0.7225	13203762.2091	535637668.0509
355	2025	0.7225	911049354.289	2421232209.785	0.7225	627392608.354	1069360993.797
355	2030	0.7225	9622155972.87	6054378232.695	0.7225	825437404.307	1659193680.451
356	2015	0.7225	0	0	0.7225	0	159003621.123
356	2020	0.7225	15199180.2387	747679441.2378	0.7225	13159968.9015	535296788.1668
356	2025	0.7225	1033124939.25	2428879222.565	0.7225	260372422.99	1025150201.905
356	2030	0.7225	9794852626.16	6190695204.255	0.7225	339487910.039	1265287854.242
357	2015	0.7225	0	0	0.7225	0	159195805.535
357	2020	0.7225	15199180.2387	747679441.2378	0.7225	13132248.9767	536105918.8332
357	2025	0.7225	1064573027.2	2480654816.284	0.7225	85323542.3823	1007385253.297
357	2030	0.7225	9931480711.87	6315780775.904	0.7225	161797121.922	1119086449.448
358	2015	0.7225	0	0	0.7225	0	159361536.367
358	2020	0.7225	15199180.2387	747679441.2378	0.7225	13085551.7499	535927300.0926
358	2025	0.7225	1093599726.74	2486422687.474	0.7225	36238736.7345	992186831.914
358	2030	0.7225	9965381213.61	6342760721.164	0.7225	48486743.9483	1024413175.784
359	2015	0.7225	0	0	0.7225	0	159562770.162
359	2020	0.7225	15199180.2387	747679441.2378	0.7225	13056112.3206	536925393.8381
359	2025	0.7225	1093826106.53	2486838478.044	0.7225	23175382.9435	839584727.91
359	2030	0.7225	9965634711.05	6348501311.844	0.7225	31708600.9848	860448601.681
360	2015	0.7225	0	0	0.7225	0	159742184.441
360	2020	0.7225	15199180.2387	747679441.2378	0.7225	13012923.6681	536867222.4308
360	2025	0.7225	1093943874.45	2487325678.334	0.7225	22174473.398	827475352.037
360	2030	0.7225	9965789175.05	6352125653.104	0.7225	30619362.1862	847550260.19
361	2015	0.7225	0	0	0.7225	0	159953032.743
361	2020	0.7225	15199180.2387	747679441.2378	0.7225	12981226.382	538024739.6972
361	2025	0.7225	1094013427.1	2492144195.314	0.7225	21127872.7622	816758228.329
361	2030	0.7225	9966082385.78	6361959012.924	0.7225	29457293.184	835999050.311
362	2015	0.7225	0	0	0.7225	0	160146929.84
362	2020	0.7225	15197701.4745	747749970.7515	0.7225	12926829.2505	538178773.6674
362	2025	0.7225	1094168305.63	2496852394.66	0.7225	19977605.7806	802567278.94
362	2030	0.7225	10000461913	6377969830.36	0.7225	28183789.5008	820893565.753
363	2015	0.7225	0	0	0.7225	0	160367997.072
363	2020	0.7225	15197701.4745	747749970.7515	0.7225	12893865.4997	385497675.5319
363	2025	0.7225	1094172379.97	2496952524.99	0.7225	19140235.4108	788325166.924
363	2030	0.7225	10000490378.4	6378542781.18	0.7225	27208624.0368	805967107.031
364	2015	0.7225	0	0	0.7225	0	160577241.236
364	2020	0.7225	15197701.4745	747774233.6915	0.7225	12851349.7592	385039556.6318
364	2025	0.7225	1094441709.05	2548460529.333	0.7225	18196206.7373	776588752.562
364	2030	0.7225	10068502564.2	6457629718.213	0.7225	26097804.872	793455064.939
365	2015	0.7225	0	0	0.7225	0	160809174.084
365	2020	0.7225	15197701.4745	747774233.6915	0.7225	12705852.6436	385094871.0139
365	2025	0.7225	1094571029.84	2548745898.673	0.7225	10375802.8525	614810587.976
365	2030	0.7225	10068552583.4	6458265306.913	0.7225	15265600.8364	624582302.826
366	2015	0.7225	0	0	0.7225	0	161034699.112
366	2020	0.7225	15197701.4745	747774233.6915	0.7225	12685961.3361	384853712.4686
366	2025	0.7225	1094571029.84	2548745898.673	0.7225	9691856.10842	610361928.492
366	2030	0.7225	10068587663.5	6458576556.273	0.7225	14457516.5792	619572605.682
367	2015	0.7225	0	0	0.7225	0	161278189.729
367	2020	0.7225	15197701.4745	747774233.6915	0.7225	12664485.4636	385708079.6539
367	2025	0.7225	1094664420.82	2548969816.963	0.7225	8991103.78933	605963152.728
367	2030	0.7225	10068612487.1	6459134010.003	0.7225	13627180.5646	614598633.78
368	2015	0.74	0	0	0.74	0	157617041.451
368	2020	0.74	15043215.4296	600708372.47346	0.74	13516541.5725	822205494.1891
368	2025	0.74	160141866.973	1208212172.449	0.74	3341204432.89	2544007399.807
368	2030	0.74	184771061.543	1339343016.084	0.74	12913813191.3	8616711385.227
369	2015	0.74	0	0	0.74	0	157726482.006
369	2020	0.74	15159617.6925	600777062.44402	0.74	13469248.2087	821176744.7738
369	2025	0.74	160772003.294	1263472213.197	0.74	3109667291.29	2401292748.869
369	2030	0.74	185070421.294	1394915010.567	0.74	12676243428.2	8290771143.649
370	2015	0.74	0	0	0.74	0	157888850.034
370	2020	0.74	15031472.0217	602401241.8581	0.74	13441247.8833	679757688.0794
370	2025	0.74	160691621.427	1298549578.004	0.74	2909554205.35	2261543663.936
370	2030	0.74	184895407.859	1429879255.619	0.74	12435809868.2	7990459173.436
371	2015	0.74	0	0	0.74	0	158054046.604
371	2020	0.74	15031472.0217	602401241.8581	0.74	13412425.0693	680606541.1656
371	2025	0.74	232209589.155	1517443493.628	0.74	2708139710.49	2115829369.316
371	2030	0.74	266635471.687	1707681513.279	0.74	12129899418	7649365003.046
372	2015	0.74	0	0	0.74	0	158178420.114
372	2020	0.74	15150166.4288	602481363.35603	0.74	13361505.2466	680402948.1005
372	2025	0.74	233268187.236	1582482471.331	0.74	2416881052.19	1883232641.535
372	2030	0.74	331364621.791	1804215092.601	0.74	11506462488.5	7058384993.125
373	2015	0.74	0	0	0.74	0	158351010.489
373	2020	0.74	15150166.4288	602481363.35603	0.74	13332066.791	681346647.8926
373	2025	0.74	234623534.24	1632655096.647	0.74	2151900867.37	1750488329.924
373	2030	0.74	1318814328.85	2319483287.305	0.74	9950015408.73	6133179481.944
374	2015	0.74	0	0	0.74	0	158486735.484
374	2020	0.74	15150166.4288	602481363.35603	0.74	13262647.4406	681220361.9876
374	2025	0.74	294129093.769	1684076815.713	0.74	1661994567.24	1539163308.376
374	2030	0.74	2354651139.39	2868959550.877	0.74	7771283001.67	4772486636.296
375	2015	0.74	0	0	0.74	0	158667171.375
375	2020	0.74	15150166.4288	602481363.35603	0.74	13233712.5705	681373900.233
375	2025	0.74	295935922.874	1732893691.848	0.74	1250382579.14	1407048858.599
375	2030	0.74	2925992958.06	3206390716.897	0.74	5693291752.81	3556846533.555
376	2015	0.74	0	0	0.74	0	158850834.966
376	2020	0.74	15150166.4288	602481363.35603	0.74	13203762.2091	535695577.5049
376	2025	0.74	325827749.173	1744552346.104	0.74	737488348.21	1291601983.319
376	2030	0.74	4324736316.55	3529277198.674	0.74	2606196952.69	2313895061.053
377	2015	0.74	0	0	0.74	0	159003621.123
377	2020	0.74	15149504.6927	602512931.45793	0.74	13159968.9015	535348841.1148
377	2025	0.74	328401546.46	1780211465.595	0.74	335043404.632	1094684929.695
377	2030	0.74	5834443094.42	3808300520.475	0.74	457795312.72	1418599547.285
378	2015	0.74	0	0	0.74	0	159195805.535
378	2020	0.74	15149504.6927	602512931.45793	0.74	13128866.1134	536219292.4929
378	2025	0.74	398042714.2	1921485857.211	0.74	133318431.527	1064183049.928
378	2030	0.74	5901265657.76	3978453801.101	0.74	218479169.145	1211406352.406
379	2015	0.74	0	0	0.74	0	159361536.367
379	2020	0.74	15149504.6927	602512931.45793	0.74	13085551.7499	536005850.4616
379	2025	0.74	397621933.682	1927854498.327	0.74	35739140.6141	1036863173.319
379	2030	0.74	5968096431.77	4008112690.057	0.74	102552885.519	1105908234.399
380	2015	0.74	0	0	0.74	0	159562770.162
380	2020	0.74	15149504.6927	602512931.45793	0.74	13056112.3206	536993682.2361
380	2025	0.74	397309690.319	1933930045.524	0.74	25342460.1159	1024162218.412
380	2030	0.74	6035008615.35	4034995492.934	0.74	47405538.542	1055482367.835
381	2015	0.74	0	0	0.74	0	159742184.441
381	2020	0.74	15149504.6927	602512931.45793	0.74	13012923.6681	536952589.5788
381	2025	0.74	397339142.141	1934127426.179	0.74	22334871.9945	869413447.611
381	2030	0.74	6035171915.51	4037541274.949	0.74	30692700.2969	889571628.864
382	2015	0.74	0	0	0.74	0	159953032.743
382	2020	0.74	15149504.6927	602512931.45793	0.74	12981226.382	538094339.2152
382	2025	0.74	397385573.225	1935712386.911	0.74	21291683.7328	858270569.09
382	2030	0.74	6035268901.36	4040529289.081	0.74	29536287.839	877598356.463
383	2015	0.74	0	0	0.74	0	160146929.84
