Run	Year	A. Progress Ratio	A. Annual Production	A. Cumulative Subsidies	B. Progress Ratio	B. Annual Production	B. Cumulative Subsidies
383	2020	0.74	15148281.9473	602571262.48992	0.74	12926829.2505	538269627.2774
383	2025	0.74	397498603.163	1962850891.435	0.74	20165614.0151	849386207.673
383	2030	0.74	6136402598.95	4101756066.025	0.74	28275262.8351	867812853.106
384	2015	0.74	0	0	0.74	0	160367997.072
384	2020	0.74	15148281.9473	602571262.48992	0.74	12893865.4997	385497675.5319
384	2025	0.74	397688069.609	1972409641.815	0.74	19102022.7071	837406135.102
384	2030	0.74	6136848143.62	4114631254.345	0.74	27059939.7392	854972725.816
385	2015	0.74	0	0	0.74	0	160577241.236
385	2020	0.74	15148281.9473	602571262.48992	0.74	12851349.7592	385039556.6318
385	2025	0.74	397691172.608	1972457880.899	0.74	18152589.585	820803891.201
385	2030	0.74	6136856176.18	4114992181.929	0.74	25955864.4693	837596034.488
386	2015	0.74	0	0	0.74	0	160809174.084
386	2020	0.74	15148281.9473	602571262.48992	0.74	12705852.6436	385134738.5659
386	2025	0.74	397691172.608	1972457880.899	0.74	17067784.9672	800902217.24
386	2030	0.74	6136856176.18	4114992181.929	0.74	24695757.5174	816810698.815
387	2015	0.74	0	0	0.74	0	161034699.112
387	2020	0.74	15148281.9473	602571262.48992	0.74	12685961.3361	384853712.4686
387	2025	0.74	397895626.28	1977510630.541	0.74	9746924.68118	634108490.755
387	2030	0.74	6169596185.34	4124018150.891	0.74	14495278.5598	643353724.51
388	2015	0.74	0	0	0.74	0	161278189.729
388	2020	0.74	15148281.9473	602571262.48992	0.74	12664485.4636	385708079.6539
388	2025	0.74	397895626.28	1977510630.541	0.74	9035181.01948	629451263.738
388	2030	0.74	6169661224.67	4124629543.061	0.74	13657949.1686	638114655.514
389	2015	0.7575	0	0	0.7575	0	157617041.451
389	2020	0.7575	14984839.6855	454115055.05776	0.7575	13516541.5725	822702225.5441
389	2025	0.7575	38039033.9787	927777821.618	0.7575	3342516115.13	2742967265.932
389	2030	0.7575	52834275.8897	962438455.534	0.7575	12914211996.4	8829481066.612
390	2015	0.7575	0	0	0.7575	0	157726482.006
390	2020	0.7575	14983575.2698	454160344.67034	0.7575	13464347.1945	822049012.4899
390	2025	0.7575	94908645.9151	994264323.946	0.7575	3140361976.86	2614625967.571
390	2030	0.7575	116457502.374	1074947544.413	0.7575	12707684393.3	8529916464.531
391	2015	0.7575	0	0	0.7575	0	157888850.034
391	2020	0.7575	14983575.2698	599765143.14234	0.7575	13441247.8833	679893826.3694
391	2025	0.7575	95431997.3937	1032150034.371	0.7575	2938692126.17	2441344982.415
391	2030	0.7575	116555586.884	1113001184.953	0.7575	12467667016.1	8190561578.705
392	2015	0.7575	0	0	0.7575	0	158054046.604
392	2020	0.7575	14983575.2698	599787822.54234	0.7575	13412425.0693	680646894.5526
392	2025	0.7575	95761083.4932	1071317835.356	0.7575	2710046470.33	2345393078.733
392	2030	0.7575	116624509.834	1152281806.576	0.7575	12222919636.5	7917913219.253
393	2015	0.7575	0	0	0.7575	0	158178420.114
393	2020	0.7575	14983575.2698	599787822.54234	0.7575	13361505.2466	680476202.3205
393	2025	0.7575	95834415.6614	1090725172.252	0.7575	2448819523.31	2136294116.081
393	2030	0.7575	116645765.257	1171719288.176	0.7575	11817413906	7446136866.981
394	2015	0.7575	0	0	0.7575	0	158351010.489
394	2020	0.7575	14983575.2698	599811151.45834	0.7575	13332066.791	681458638.6616
394	2025	0.7575	96012989.5065	1116105272.334	0.7575	2190120696.07	1968324502.879
394	2030	0.7575	116683157.53	1197161494.736	0.7575	11221741622.7	6949341146.099
395	2015	0.7575	0	0	0.7575	0	158486735.484
395	2020	0.7575	14983575.2698	599811151.45834	0.7575	13262647.4406	681277376.1886
395	2025	0.7575	96113425.874	1145456888.266	0.7575	1732181281.84	1742067525.085
395	2030	0.7575	116713332.757	1226555325.206	0.7575	10026580313.8	6030142268.371
396	2015	0.7575	0	0	0.7575	0	158667171.375
396	2020	0.7575	14982273.8333	599857767.10813	0.7575	13233712.5705	681906915.812
396	2025	0.7575	96275953.9205	1171069283.873	0.7575	1267649452.42	1565825885.633
396	2030	0.7575	369687701.533	1359101750.196	0.7575	8215160773.47	4900931487.451
397	2015	0.7575	0	0	0.7575	0	158850834.966
397	2020	0.7575	14982273.8333	599857767.10813	0.7575	13203762.2091	535695577.5049
397	2025	0.7575	107950881.459	1328551109.434	0.7575	786220966.49	1408340611.221
397	2030	0.7575	1494072864.07	1996289829.428	0.7575	4764354184.62	3174401099.163
398	2015	0.7575	0	0	0.7575	0	159003621.123
398	2020	0.7575	14982273.8333	599881760.19713	0.7575	13159968.9015	535348841.1148
398	2025	0.7575	108464024.112	1336290071.542	0.7575	338570776.236	1139404032.84
398	2030	0.7575	1990854101.11	2228449367.464	0.7575	1013802712.97	1613801867.87
399	2015	0.7575	0	0	0.7575	0	159195805.535
399	2020	0.7575	14982273.8333	599881760.19713	0.7575	13128866.1134	536265983.8499
399	2025	0.7575	108280706.671	1347292344.324	0.7575	157266872.622	1104022390.738
399	2030	0.7575	2156461616.1	2306158689.52	0.7575	218759256.921	1256665986.489
400	2015	0.7575	0	0	0.7575	0	159361536.367
400	2020	0.7575	14982273.8333	599881760.19713	0.7575	13085551.7499	536046583.6686
400	2025	0.7575	136151763.017	1348658812.761	0.7575	35569207.1693	1076597108.769
400	2030	0.7575	2189093396.38	2309615733.519	0.7575	102266857.877	1145721930.712
401	2015	0.7575	0	0	0.7575	0	159562770.162
401	2020	0.7575	14982273.8333	599881760.19713	0.7575	13056112.3206	537029074.4231
401	2025	0.7575	136180538.085	1350153101.453	0.7575	34864825.9314	1052795392.431
401	2030	0.7575	2189091472.42	2310725358.441	0.7575	46766171.3536	1083832412.483
402	2015	0.7575	0	0	0.7575	0	159742184.441
402	2020	0.7575	14982273.8333	599881760.19713	0.7575	13012923.6681	536982429.9458
402	2025	0.7575	136180538.085	1350153101.453	0.7575	22426459.4712	895063382.112
402	2030	0.7575	2189091472.42	2310725358.441	0.7575	30738012.9781	915270676.314
403	2015	0.7575	0	0	0.7575	0	159953032.743
403	2020	0.7575	14982273.8333	599881760.19713	0.7575	12978652.2985	538195418.8529
403	2025	0.7575	136180538.085	1350153101.453	0.7575	21378873.4341	886052925.982
403	2030	0.7575	2189091472.42	2310725358.441	0.7575	29570224.4104	905423673.842
404	2015	0.7575	0	0	0.7575	0	160146929.84
404	2020	0.7575	14982273.8333	599881760.19713	0.7575	12924488.3876	538356562.6409
404	2025	0.7575	136199626.126	1351604796.109	0.7575	20242106.6588	873438841.254
404	2030	0.7575	2189117697.47	2312496745.765	0.7575	28306450.9994	891903881.86
405	2015	0.7575	0	0	0.7575	0	160367997.072
405	2020	0.7575	14982273.8333	599881760.19713	0.7575	12893865.4997	539672523.8149
405	2025	0.7575	136245730.146	1362931218.835	0.7575	19123847.5169	863512331.639
405	2030	0.7575	2222580156.92	2346655649.225	0.7575	27034138.7981	881075373.823
406	2015	0.7575	0	0	0.7575	0	160577241.236
406	2020	0.7575	14982273.8333	599881760.19713	0.7575	12851349.7592	385039556.6318
406	2025	0.7575	136245730.146	1362931218.835	0.7575	18144057.7957	849024142.62
406	2030	0.7575	2222580156.92	2346655649.225	0.7575	25895026.2679	865788046.068
407	2015	0.7575	0	0	0.7575	0	160809174.084
407	2020	0.7575	14982273.8333	599881760.19713	0.7575	12705852.6436	385134738.5659
407	2025	0.7575	136245730.146	1362931218.835	0.7575	17059575.656	831139834.33
407	2030	0.7575	2222580156.92	2346655649.225	0.7575	24633739.6466	847019759.392
408	2015	0.7575	0	0	0.7575	0	161034699.112
408	2020	0.7575	14982273.8333	599906432.77113	0.7575	12685961.3361	384853712.4686
408	2025	0.7575	136290889.363	1365893633.78	0.7575	16082077.0778	803879968.812
408	2030	0.7575	2255388022.04	2353593629.245	0.7575	23487128.3428	818960701.081
409	2015	0.7575	0	0	0.7575	0	161278189.729
409	2020	0.7575	14982273.8333	599906432.77113	0.7575	12664485.4636	385708079.6539
409	2025	0.7575	136290889.363	1365893633.78	0.7575	9061551.87635	644406819.948
409	2030	0.7575	2255386376.87	2353434924.695	0.7575	13676585.4623	653087010.824
410	2015	0.775	0	0	0.775	0	157617041.451
410	2020	0.775	0	455280393.788	0.775	13516541.5725	823057111.1771
410	2025	0.775	25164201.3248	734339983.578	0.775	3372384111.58	2754932551.565
410	2030	0.775	36013022.4111	757671971.059	0.775	12945562798.1	8847258161.635
411	2015	0.775	0	0	0.775	0	157726482.006
411	2020	0.775	0	455280393.788	0.775	13464347.1945	822049012.4899
411	2025	0.775	25286207.3082	750300986.124	0.775	3140800850.67	2709900097.251
411	2030	0.775	36063648.2812	773692573.234	0.775	12707853971.9	8631073302.761
412	2015	0.775	0	0	0.775	0	157888850.034
412	2020	0.775	0	455315298.866	0.775	13441247.8833	822348418.7644
412	2025	0.775	25353809.6079	759678638.651	0.775	2939299924.13	2539709569.253
412	2030	0.775	36086211.7628	783100825.797	0.775	12498296850.4	8296691460.443
413	2015	0.775	0	0	0.775	0	158054046.604
413	2020	0.775	0	455315298.866	0.775	13412425.0693	680776405.1106
413	2025	0.775	25438848.174	771687569.988	0.775	2738163196.29	2445960177.622
413	2030	0.775	36122194.284	795151705.69	0.775	12254462343.5	8030692888.392
414	2015	0.775	0	0	0.775	0	158178420.114
414	2020	0.775	0	455315298.866	0.775	13361505.2466	680476202.3205
414	2025	0.775	25520735.1956	783714186.161	0.775	2449871832.16	2285225564.92
414	2030	0.775	36157158.9122	807218898.77	0.775	11879847430.4	7626590942.15
415	2015	0.775	0	0	0.775	0	158351010.489
415	2020	0.775	0	455351167.117	0.775	13332066.791	681491828.0226
415	2025	0.775	35791657.9049	942425472.297	0.775	2191634644.73	2108988802.598
415	2030	0.775	50627949.8435	975412285.958	0.775	11345785650.4	7139945703.868
416	2015	0.775	0	0	0.775	0	158486735.484
416	2020	0.775	0	455351167.117	0.775	13258531.1809	681389320.6619
416	2025	0.775	36121181.4132	974103680.862	0.775	1736193716.26	1868834499.859
416	2030	0.775	50723963.0283	1007229553.322	0.775	10243302446.3	6256913189.899
417	2015	0.775	0	0	0.775	0	158667171.375
417	2020	0.775	0	455351167.117	0.775	13233712.5705	682248538.41
417	2025	0.775	36212850.0021	986330257.795	0.775	1295472816.34	1650535399.964
417	2030	0.775	50755681.5946	1019497281.732	0.775	8584114904.34	5139938413.894
418	2015	0.775	0	0	0.775	0	158850834.966
418	2020	0.775	0	455351167.117	0.775	13203762.2091	535755045.7529
418	2025	0.775	36265073.0839	993151778.666	0.775	791084713.882	1454838734.171
418	2030	0.775	50772796.1815	1026341829.366	0.775	5831539770.31	3673661226.094
419	2015	0.775	0	0	0.775	0	159003621.123
419	2020	0.775	0	455351167.117	0.775	13159968.9015	535348841.1148
419	2025	0.775	36316247.4783	999977795.684	0.775	341548446.175	1179104846.794
419	2030	0.775	50789542.4168	1033190417.866	0.775	1313954456.22	1792438412.835
420	2015	0.775	0	0	0.775	0	159195805.535
420	2020	0.775	0	455351167.117	0.775	13128866.1134	536265983.8499
420	2025	0.775	36316247.4783	999977795.684	0.775	158346822.688	1116501709.766
420	2030	0.775	50789542.4168	1033190417.866	0.775	275105129.329	1289920168.701
421	2015	0.775	0	0	0.775	0	159361536.367
421	2020	0.775	0	455351167.117	0.775	13085551.7499	536046583.6686
421	2025	0.775	36316247.4783	999977795.684	0.775	35471159.8541	1089112453.451
421	2030	0.775	50789542.4168	1033190417.866	0.775	102142583.424	1158396996.581
422	2015	0.775	0	0	0.775	0	159562770.162
422	2020	0.775	0	455351167.117	0.775	13056112.3206	537029074.4231
422	2025	0.775	36330754.506	1001384891.262	0.775	34721698.9369	1060591623.219
422	2030	0.775	50792415.6678	1034603050.689	0.775	46577892.9161	1091500767.059
423	2015	0.775	0	0	0.775	0	159742184.441
423	2020	0.775	0	455388026.99	0.775	13010132.1366	537069268.1583
423	2025	0.775	36375189.009	1008222254.568	0.775	22455475.6498	907968022.232
423	2030	0.775	50802834.4472	1041458137.825	0.775	30741404.0896	928186243.017
424	2015	0.775	0	0	0.775	0	159953032.743
424	2020	0.775	0	455388026.99	0.775	12978652.2985	538220954.3009
424	2025	0.775	36375189.009	1008222254.568	0.775	21417323.4337	897634340.685
424	2030	0.775	50802834.4472	1041458137.825	0.775	29588419.1434	917025424.412
425	2015	0.775	0	0	0.775	0	160146929.84
425	2020	0.775	0	455388026.99	0.775	12924488.3876	538377122.5129
425	2025	0.775	36375189.009	1008222254.568	0.775	20281309.8161	884888747.717
425	2030	0.775	50802834.4472	1041458137.825	0.775	28326164.8792	903375057.963
426	2015	0.775	0	0	0.775	0	160367997.072
426	2020	0.775	0	455388026.99	0.775	12893865.4997	539688343.0409
426	2025	0.775	36375189.009	1008222254.568	0.775	19150865.3551	871449176.216
426	2030	0.775	50802834.4472	1041458137.825	0.775	27047886.846	889026974.822
427	2015	0.775	0	0	0.775	0	160577241.236
427	2020	0.775	0	455483524.18	0.775	12851349.7592	385039556.6318
427	2025	0.775	36252770.0329	1009272930.736	0.775	18117245.1391	858111274.873
427	2030	0.775	50689826.2446	1042419784.056	0.775	25850497.4478	874847675.429
428	2015	0.775	0	0	0.775	0	160809174.084
428	2020	0.775	0	455483524.18	0.775	12705852.6436	385134738.5659
428	2025	0.775	36266885.6213	1010680030.04	0.775	17032298.7722	841292771.373
428	2030	0.775	50692538.1584	1043832246.153	0.775	24587691.187	857144438.722
429	2015	0.775	0	0	0.775	0	161034699.112
429	2020	0.775	0	455483524.18	0.775	12685961.3361	384853712.4686
429	2025	0.775	36301948.1755	1016102936.433	0.775	15926697.2571	815847611.118
429	2030	0.775	50705970.807	1049271561.353	0.775	23299748.7142	830798401.67
430	2015	0.775	0	0	0.775	0	161278189.729
430	2020	0.775	0	455483524.18	0.775	12664485.4636	385732855.8459
430	2025	0.775	36301948.1755	1016102936.433	0.775	9069532.37277	651918051.944
430	2030	0.775	50705970.807	1049271561.353	0.775	13680506.4291	660602663.96
431	2015	0.7925	0	0	0.7925	0	157617041.451
431	2020	0.7925	0	309441865.13	0.7925	13516541.5725	823420883.4491
431	2025	0.7925	23037204.7433	691202144.605	0.7925	3372625580.15	2851646318.447
431	2030	0.7925	34108800.0978	713034052.854	0.7925	12945604627.9	8946893438.467
432	2015	0.7925	0	0	0.7925	0	157726482.006
432	2020	0.7925	0	309441865.13	0.7925	13464347.1945	822376445.3239
432	2025	0.7925	23230036.1342	709779841.151	0.7925	3140916763.78	2716667207.435
432	2030	0.7925	34167748.1833	731696166.653	0.7925	12707884212.7	8640728338.535
433	2015	0.7925	0	0	0.7925	0	157888850.034
433	2020	0.7925	0	309516778.923	0.7925	13441247.8833	822348418.7644
433	2025	0.7925	23351417.1296	724323953.937	0.7925	2939604213.16	2624885734.303
433	2030	0.7925	34201159.6386	746291926.605	0.7925	12498396988.9	8385106415.503
434	2015	0.7925	0	0	0.7925	0	158054046.604
434	2020	0.7925	0	458096484.497	0.7925	13412425.0693	680776405.1106
434	2025	0.7925	23432180.2951	733571111.014	0.7925	2738207472.69	2447850440.953
434	2030	0.7925	34230739.9792	755576825.533	0.7925	12254530634.9	8035584898.643
435	2015	0.7925	0	0	0.7925	0	158178420.114
435	2020	0.7925	0	458121326.798	0.7925	13361505.2466	680599341.2265
435	2025	0.7925	23541668.7367	746777758.712	0.7925	2450579788.89	2297808743.015
435	2030	0.7925	34272742.5638	768835567.6	0.7925	11880070401.1	7643414862.275
436	2015	0.7925	0	0	0.7925	0	158351010.489
436	2020	0.7925	0	458121326.798	0.7925	13332066.791	681525869.4516
436	2025	0.7925	23603822.69	754678661.395	0.7925	2192023459.17	2114827818.73
436	2030	0.7925	34299235.8038	776767265.974	0.7925	11376840744.3	7150550486.8
437	2015	0.7925	0	0	0.7925	0	158486735.484
437	2020	0.7925	0	458146872.465	0.7925	13258531.1809	681462951.6559
437	2025	0.7925	23705026.2274	767920854.062	0.7925	1736417590.52	1880651405.473
437	2030	0.7925	34338507.7436	790057926.497	0.7925	10243867221.4	6281480300.393
438	2015	0.7925	0	0	0.7925	0	158667171.375
438	2020	0.7925	0	458146872.465	0.7925	13233712.5705	682248538.41
438	2025	0.7925	23762768.9189	775842063.608	0.7925	1295605424.77	1660072084.683
438	2030	0.7925	34363576.9894	798008008.382	0.7925	8584256281.73	5153152143.455
439	2015	0.7925	0	0	0.7925	0	158850834.966
439	2020	0.7925	0	458146872.465	0.7925	13203762.2091	535755045.7529
439	2025	0.7925	23819026.3948	783770473.249	0.7925	817442131.609	1479630995.806
439	2030	0.7925	34388153.7068	805964634.618	0.7925	5892270548.16	3719040183.963
440	2015	0.7925	0	0	0.7925	0	159003621.123
440	2020	0.7925	0	458146872.465	0.7925	13159968.9015	535402251.7388
440	2025	0.7925	23846619.7509	787737306.983	0.7925	341522942.056	1192502663.131
440	2030	0.7925	34400263.5284	809945339.609	0.7925	1343591624.54	1811420628.391
441	2015	0.7925	0	0	0.7925	0	159195805.535
441	2020	0.7925	0	458173136.877	0.7925	13128866.1134	536265983.8499
441	2025	0.7925	23902015.0429	790424196.599	0.7925	157271653.168	1122729106.585
441	2030	0.7925	34433073.6711	812664129.784	0.7925	274477485.973	1283349917.414
442	2015	0.7925	0	0	0.7925	0	159361536.367
442	2020	0.7925	0	458173136.877	0.7925	13085551.7499	536088324.7286
442	2025	0.7925	23902015.0429	790424196.599	0.7925	35418586.5629	1096655872.478
442	2030	0.7925	34433073.6711	812664129.784	0.7925	102062569.752	1165892993.775
443	2015	0.7925	0	0	0.7925	0	159562770.162
443	2020	0.7925	0	458173136.877	0.7925	13056112.3206	537065326.7551
443	2025	0.7925	23902015.0429	790424196.599	0.7925	34608898.0305	1069613242.811
443	2030	0.7925	34433073.6711	812664129.784	0.7925	46421328.9525	1100417972.504
444	2015	0.7925	0	0	0.7925	0	159742184.441
444	2020	0.7925	0	458173136.877	0.7925	13010132.1366	537069268.1583
444	2025	0.7925	23902015.0429	790424196.599	0.7925	22455475.6498	907968022.232
444	2030	0.7925	34433073.6711	812664129.784	0.7925	30741404.0896	928186243.017
445	2015	0.7925	0	0	0.7925	0	159953032.743
445	2020	0.7925	0	458173136.877	0.7925	12978652.2985	538220954.3009
445	2025	0.7925	23902015.0429	790424196.599	0.7925	21417323.4337	897634340.685
445	2030	0.7925	34433073.6711	812664129.784	0.7925	29588419.1434	917025424.412
446	2015	0.7925	0	0	0.7925	0	160146929.84
446	2020	0.7925	0	458173136.877	0.7925	12924488.3876	538398187.7209
446	2025	0.7925	23928903.4308	794394954.342	0.7925	20295611.1464	889497342.712
446	2030	0.7925	34444945.381	816648444.134	0.7925	28331835.5056	907990778.228
447	2015	0.7925	0	0	0.7925	0	160367997.072
447	2020	0.7925	0	458173136.877	0.7925	12891766.2123	539746902.8815
447	2025	0.7925	23928903.4308	794394954.342	0.7925	19160177.3218	877165949.177
447	2030	0.7925	34444945.381	816648444.134	0.7925	27045668.6095	894745937.585
448	2015	0.7925	0	0	0.7925	0	160577241.236
448	2020	0.7925	0	458250548.273	0.7925	12851349.7592	385039556.6318
448	2025	0.7925	23925684.6226	795782107.47	0.7925	18102723.745	862654161.654
448	2030	0.7925	34431082.8617	818028455.76	0.7925	25827256.9937	879376037.044
449	2015	0.7925	0	0	0.7925	0	160809174.084
449	2020	0.7925	0	458250548.273	0.7925	12705852.6436	385134738.5659
449	2025	0.7925	23925684.6226	795782107.47	0.7925	17025743.7675	845780696.525
449	2030	0.7925	34431082.8617	818028455.76	0.7925	24573584.1778	861624320.283
450	2015	0.7925	0	0	0.7925	0	161034699.112
450	2020	0.7925	0	458250548.273	0.7925	12685961.3361	384853712.4686
450	2025	0.7925	23925684.6226	795782107.47	0.7925	15890663.9323	820591855.651
450	2030	0.7925	34431082.8617	818028455.76	0.7925	23252932.9022	835511137.386
451	2015	0.7925	0	0	0.7925	0	161278189.729
451	2020	0.7925	0	458250548.273	0.7925	12664485.4636	385732855.8459
451	2025	0.7925	23925684.6226	795782107.47	0.7925	9069532.37277	651918051.944
451	2030	0.7925	34431082.8617	818028455.76	0.7925	13680506.4291	660602663.96
452	2015	0.81	0	0	0.81	0	157617041.451
452	2020	0.81	0	311436531.342	0.81	13516541.5725	823420883.4491
452	2025	0.81	12564980.5093	506960950.265	0.81	3372854404.28	2856784409.257
452	2030	0.81	19499144.7143	519203462.931	0.81	12945692561.2	8954971603.847
453	2015	0.81	0	0	0.81	0	157726482.006
453	2020	0.81	0	311436531.342	0.81	13464347.1945	822426709.6259
453	2025	0.81	12634993.7404	514577475.003	0.81	3141130656.08	2718780501.827
453	2030	0.81	19534341.7081	526857852.928	0.81	12707963470.8	8645495230.087
454	2015	0.81	0	0	0.81	0	157888850.034
454	2020	0.81	0	311436531.342	0.81	13436485.3896	822488772.4629
454	2025	0.81	12702357.5659	522205806.332	0.81	2970228609.7	2653368463.447
454	2030	0.81	19568501.6196	534522766.81	0.81	12499007391.9	8428378632.097
455	2015	0.81	0	0	0.81	0	158054046.604
455	2020	0.81	0	311493523.426	0.81	13412425.0693	680776405.1106
455	2025	0.81	12769320.8289	531165640.614	0.81	2738486297.86	2532134685.353
455	2030	0.81	19594597.5214	543515651.649	0.81	12254730542.7	8124394400.033
456	2015	0.81	0	0	0.81	0	158178420.114
456	2020	0.81	0	311493523.426	0.81	13361505.2466	680599341.2265
456	2025	0.81	12810880.0226	536265010.801	0.81	2450659829.62	2303814757.3
456	2030	0.81	19616048.2547	548637782.096	0.81	11880094850.3	7650719898.63
457	2015	0.81	0	0	0.81	0	158351010.489
457	2020	0.81	0	311493523.426	0.81	13332066.791	681525869.4516
457	2025	0.81	12871251.3389	543922157.634	0.81	2192557746.67	2186583964.45
457	2030	0.81	19647412.2621	556328094.15	0.81	11407777159.8	7241609349.57
458	2015	0.81	0	0	0.81	0	158486735.484
458	2020	0.81	0	311493523.426	0.81	13258531.1809	681493338.4149
458	2025	0.81	21204734.4897	707725017.631	0.81	1737012164.39	1936317686.358
458	2030	0.81	32120783.0004	728108064.461	0.81	10305672897.3	6361462332.808
459	2015	0.81	0	0	0.81	0	158667171.375
459	2020	0.81	0	311493523.426	0.81	13233712.5705	682530246.951
459	2025	0.81	21409588.4159	724863824.082	0.81	1296261220.9	1700994363.664
459	2030	0.81	32194167.8129	745341944.062	0.81	8645667822.49	5216937530.903
460	2015	0.81	0	0	0.81	0	158850834.966
460	2020	0.81	0	311493523.426	0.81	13203762.2091	682606700.0769
460	2025	0.81	21479208.197	731438480.346	0.81	817377105.733	1481239034.792
460	2030	0.81	32219538.9263	751949176.135	0.81	5892223549.68	3721036382.415
461	2015	0.81	0	0	0.81	0	159003621.123
461	2020	0.81	0	311493523.426	0.81	13159968.9015	535402251.7388
461	2025	0.81	21530253.7081	736675040.141	0.81	341515055.872	1193924493.013
461	2030	0.81	32239134.4278	757210088.064	0.81	1343623369.15	1813897881.691
462	2015	0.81	0	0	0.81	0	159195805.535
462	2020	0.81	0	311493523.426	0.81	13128866.1134	536313860.6349
462	2025	0.81	21530253.7081	736675040.141	0.81	158493320.81	1124073215.975
462	2030	0.81	32239134.4278	757210088.064	0.81	275336685.904	1300522365.814
463	2015	0.81	0	0	0.81	0	159361536.367
463	2020	0.81	0	311552184.209	0.81	13085551.7499	536088324.7286
463	2025	0.81	21551309.756	739378344.473	0.81	35344352.1109	1098094935.01
463	2030	0.81	32236348.8151	759918591.15	0.81	101976822.344	1167271934.558
464	2015	0.81	0	0	0.81	0	159562770.162
464	2020	0.81	0	311552184.209	0.81	13056112.3206	537065326.7551
464	2025	0.81	21584800.7694	743274055.944	0.81	34582001.4822	1075794758.05
464	2030	0.81	32250755.1021	763830991.488	0.81	46374138.1141	1106570176.025
465	2015	0.81	0	0	0.81	0	159742184.441
465	2020	0.81	0	311552184.209	0.81	13010132.1366	537069268.1583
465	2025	0.81	21584800.7694	743274055.944	0.81	22467559.4268	911464686.963
465	2030	0.81	32250755.1021	763830991.488	0.81	30747974.0475	931689648.145
466	2015	0.81	0	0	0.81	0	159953032.743
466	2020	0.81	0	311552184.209	0.81	12978652.2985	538247104.8989
466	2025	0.81	21600417.1674	744620629.406	0.81	21430735.6517	902297646.422
466	2030	0.81	32255189.1189	765184330.042	0.81	29592751.7601	921694978.343
467	2015	0.81	0	0	0.81	0	160146929.84
467	2020	0.81	0	311552184.209	0.81	12924488.3876	538398187.7209
467	2025	0.81	21600417.1674	744620629.406	0.81	20295611.1464	889497342.712
467	2030	0.81	32255189.1189	765184330.042	0.81	28331835.5056	907990778.228
468	2015	0.81	0	0	0.81	0	160367997.072
468	2020	0.81	0	311552184.209	0.81	12891766.2123	539763546.3055
468	2025	0.81	21600417.1674	744620629.406	0.81	19163093.1723	878335131.383
468	2030	0.81	32255189.1189	765184330.042	0.81	27045508.9472	895916028.997
469	2015	0.81	0	0	0.81	0	160577241.236
469	2020	0.81	0	311552184.209	0.81	12851349.7592	385039556.6318
469	2025	0.81	21600417.1674	744620629.406	0.81	18102723.745	862654161.654
469	2030	0.81	32255189.1189	765184330.042	0.81	25827256.9937	879376037.044
470	2015	0.81	0	0	0.81	0	160809174.084
470	2020	0.81	0	311552184.209	0.81	12705852.6436	385134738.5659
470	2025	0.81	21633225.3815	748518967.454	0.81	17018649.9857	850268477.736
470	2030	0.81	32269384.2349	769099063.926	0.81	24559030.2112	866103694.585
471	2015	0.81	0	0	0.81	0	161034699.112
471	2020	0.81	0	311552184.209	0.81	12685961.3361	384886271.7506
471	2025	0.81	21633225.3815	748518967.454	0.81	15878121.7793	827353778.386
471	2030	0.81	32269384.2349	769099063.926	0.81	23229021.5919	842258959.762
472	2015	0.81	0	0	0.81	0	161278189.729
472	2020	0.81	0	311552184.209	0.81	12664485.4636	385732855.8459
472	2025	0.81	21648403.3803	749866713.955	0.81	9073111.48361	654055306.743
472	2030	0.81	32273591.7862	770453346.336	0.81	13683061.0259	662742209.835
473	2015	0.8275	0	0	0.8275	0	157617041.451
473	2020	0.8275	0	314148933.265	0.8275	13516541.5725	823475591.6631
473	2025	0.8275	11013675.9781	484348258.659	0.8275	3372969328.88	2860700211.791
473	2030	0.8275	17918713.0108	495410623.184	0.8275	12945697343.3	8958916119.431
474	2015	0.8275	0	0	0.8275	0	157726482.006
474	2020	0.8275	0	314148933.265	0.8275	13464347.1945	822762038.3659
474	2025	0.8275	11120831.5783	494320296.588	0.8275	3141046066.91	2809642774.317
474	2030	0.8275	17973106.636	505441030.372	0.8275	12707916744	8736603006.077
475	2015	0.8275	0	0	0.8275	0	157888850.034
475	2020	0.8275	0	314190004.468	0.8275	13436485.3896	822785137.7589
475	2025	0.8275	11180003.3665	500604272.463	0.8275	2970337723.85	2655421981.823
475	2030	0.8275	17997537.7876	511754889.567	0.8275	12499047726.8	8433166865.403
476	2015	0.8275	0	0	0.8275	0	158054046.604
476	2020	0.8275	0	314190004.468	0.8275	13412425.0693	680818887.0136
476	2025	0.8275	11253592.807	508107079.605	0.8275	2738529557.3	2535118593.584
476	2030	0.8275	18035664.8752	519298168.679	0.8275	12254705882	8127947298.884
477	2015	0.8275	0	0	0.8275	0	158178420.114
477	2020	0.8275	0	314190004.468	0.8275	13361505.2466	680599341.2265
477	2025	0.8275	11324027.2921	515620607.914	0.8275	2477906295.94	2380770025.56
477	2030	0.8275	18072491.5251	526850599.555	0.8275	11911570667.2	7738374196.25
478	2015	0.8275	0	0	0.8275	0	158351010.489
478	2020	0.8275	0	314190004.468	0.8275	13332066.791	681525869.4516
478	2025	0.8275	11369336.6667	520635307.464	0.8275	2192806473.86	2187084020.13
478	2030	0.8275	18096356.1792	531890410.824	0.8275	11407832781.7	7243299321.67
479	2015	0.8275	0	0	0.8275	0	158486735.484
